Timestamp,RTU: Supply Air Temperature,RTU: Return Air Temperature,RTU: Supply Air Volumetric Flow Rate,RTU: Circuit 1 Discharge Temperature,RTU: Circuit 2 Discharge Temperature
2017-08-27 07:46:00,54.89,70.92,4396.0,126.5,91.1
2017-08-27 07:47:00,51.66,70.83,4419.0,125.0,119.4
2017-08-27 07:48:00,50.35,70.78,4429.0,123.5,130.4
2017-08-27 07:49:00,51.76,70.72,4429.0,121.5,130.9
2017-08-27 07:50:00,53.88,70.64,4397.0,122.2,122.5
2017-08-27 07:51:00,54.12,70.53,4392.0,124.2,115.3
2017-08-27 07:52:00,54.31,70.58,4393.0,125.3,108.7
2017-08-27 07:53:00,54.49,70.51,4399.0,126.0,102.2
2017-08-27 07:54:00,54.61,70.46,4390.0,126.4,97.0
2017-08-27 07:55:00,54.64,70.41,4397.0,126.6,92.6
2017-08-27 07:56:00,54.71,70.39,4401.0,126.9,88.9
2017-08-27 07:57:00,54.76,70.35,4391.0,127.0,85.8
2017-08-27 07:58:00,54.75,70.34,4394.0,127.1,83.3
2017-08-27 07:59:00,55.03,70.27,4389.0,126.9,81.2
2017-08-27 08:02:00,62.53,70.21,4344.0,114.4,80.3
2017-08-27 08:03:00,59.46,70.32,4369.0,115.4,79.33
2017-08-27 08:04:00,57.29,70.34,4384.0,122.1,78.21
2017-08-27 08:05:00,56.3,70.42,4380.0,125.0,79.38
2017-08-27 08:06:00,52.72,70.43,4419.0,127.2,108.3
2017-08-27 08:07:00,50.83,70.43,4431.0,124.4,126.2
2017-08-27 08:08:00,50.14,70.37,4436.0,123.3,133.3
2017-08-27 08:09:00,53.31,70.3,4396.0,121.7,127.4
2017-08-27 08:10:00,53.87,70.27,4398.0,124.0,119.8
2017-08-27 08:11:00,54.11,70.23,4385.0,125.5,113.1
2017-08-27 08:12:00,54.36,70.2,4397.0,126.3,106.6
2017-08-27 08:13:00,54.42,70.14,4389.0,126.9,100.7
2017-08-27 08:14:00,54.55,70.18,4399.0,127.2,96.0
2017-08-27 08:15:00,54.57,70.12,4398.0,127.4,92.0
2017-08-27 08:16:00,54.59,70.08,4396.0,127.4,88.6
2017-08-27 08:17:00,54.65,70.13,4398.0,127.5,85.7
2017-08-27 08:18:00,54.62,70.09,4396.0,127.6,83.4
2017-08-27 08:19:00,54.67,70.1,4391.0,127.6,81.5
2017-08-27 08:20:00,54.68,70.08,4397.0,127.6,79.9
2017-08-27 08:21:00,54.71,70.07,4394.0,127.7,78.56
2017-08-27 08:22:00,54.7,70.06,4396.0,127.7,77.46
2017-08-27 08:23:00,54.74,70.06,4402.0,127.7,76.56
2017-08-27 08:24:00,54.75,70.05,4397.0,127.7,75.81
2017-08-27 08:25:00,54.76,69.99,4390.0,127.7,75.22
2017-08-27 08:26:00,54.76,70.06,4397.0,127.7,74.73
2017-08-27 08:27:00,54.76,70.01,4382.0,127.8,74.33
2017-08-27 08:28:00,54.79,70.01,4396.0,127.9,74.01
2017-08-27 08:29:00,54.8,70.01,4389.0,127.9,73.76
2017-08-27 08:30:00,54.76,70.03,4399.0,127.9,73.55
2017-08-27 08:31:00,54.79,70.04,4394.0,128.0,73.39
2017-08-27 08:32:00,54.81,70.04,4392.0,128.1,73.3
2017-08-27 08:33:00,54.89,70.02,4388.0,128.3,73.27
2017-08-27 08:34:00,54.86,70.01,4397.0,128.4,73.28
2017-08-27 08:35:00,54.9,70.0,4387.0,128.4,73.28
2017-08-27 08:38:00,62.91,70.16,4341.0,122.0,74.63
2017-08-27 08:39:00,60.53,70.3,4361.0,115.8,74.74
2017-08-27 08:40:00,57.73,70.37,4381.0,123.6,75.04
2017-08-27 08:41:00,56.72,70.4,4388.0,126.5,75.12
2017-08-27 08:42:00,53.65,70.45,4419.0,129.1,103.6
2017-08-27 08:43:00,51.39,70.48,4423.0,126.7,126.4
2017-08-27 08:44:00,50.41,70.44,4429.0,125.9,135.2
2017-08-27 08:45:00,53.25,70.4,4393.0,123.9,131.2
2017-08-27 08:46:00,54.21,70.35,4388.0,125.9,123.3
2017-08-27 08:47:00,54.45,70.29,4394.0,127.5,116.5
2017-08-27 08:48:00,54.65,70.28,4396.0,128.3,110.2
2017-08-27 08:49:00,54.74,70.24,4388.0,128.8,104.1
2017-08-27 08:50:00,54.83,70.26,4394.0,129.2,99.3
2017-08-27 08:51:00,54.89,70.21,4395.0,129.4,95.2
2017-08-27 08:52:00,55.01,70.23,4389.0,129.5,91.8
2017-08-27 08:53:00,55.01,70.23,4386.0,129.6,88.9
2017-08-27 08:54:00,55.04,70.22,4397.0,129.8,86.6
2017-08-27 08:55:00,55.08,70.21,4393.0,129.9,84.7
2017-08-27 08:56:00,55.12,70.2,4395.0,130.1,83.2
2017-08-27 08:57:00,55.1,70.27,4393.0,130.1,81.9
2017-08-27 08:58:00,55.17,70.27,4391.0,130.1,80.8
2017-08-27 08:59:00,55.14,70.3,4395.0,130.2,81.5
2017-08-27 09:00:00,52.34,70.25,4427.0,130.8,109.7
2017-08-27 09:01:00,50.61,70.26,4435.0,127.8,129.1
2017-08-27 09:02:00,49.79,70.17,4432.0,126.7,136.7
2017-08-27 09:03:00,52.94,70.19,4392.0,124.6,131.1
2017-08-27 09:04:00,53.65,70.13,4393.0,126.9,123.5
2017-08-27 09:05:00,53.93,70.1,4390.0,128.0,116.9
2017-08-27 09:06:00,54.15,70.05,4398.0,128.7,110.2
2017-08-27 09:07:00,54.25,70.05,4394.0,129.2,104.4
2017-08-27 09:08:00,54.42,70.03,4400.0,129.4,99.6
2017-08-27 09:09:00,54.47,70.03,4396.0,129.7,95.5
2017-08-27 09:10:00,54.52,70.02,4398.0,129.8,92.1
2017-08-27 09:11:00,54.6,70.03,4397.0,129.8,89.3
2017-08-27 09:12:00,54.67,70.1,4394.0,129.8,86.9
2017-08-27 09:13:00,54.68,70.07,4394.0,129.8,85.0
2017-08-27 09:14:00,54.72,70.11,4390.0,129.9,83.4
2017-08-27 09:15:00,54.78,70.06,4390.0,130.1,82.1
2017-08-27 09:16:00,54.8,70.14,4396.0,130.2,81.0
2017-08-27 09:17:00,54.86,70.11,4392.0,130.4,80.2
2017-08-27 09:18:00,54.87,70.15,4398.0,130.5,79.5
2017-08-27 09:19:00,54.94,70.13,4399.0,130.8,78.96
2017-08-27 09:20:00,54.94,70.17,4396.0,130.7,78.52
2017-08-27 09:21:00,54.97,70.17,4393.0,130.7,78.18
2017-08-27 09:22:00,55.01,70.16,4391.0,130.8,77.91
2017-08-27 09:23:00,55.02,70.14,4386.0,130.8,77.71
2017-08-27 09:24:00,55.01,70.13,4388.0,130.8,77.52
2017-08-27 09:25:00,55.04,70.13,4395.0,130.8,77.32
2017-08-27 09:26:00,55.05,70.14,4395.0,130.7,77.13
2017-08-27 09:27:00,55.08,70.16,4392.0,130.8,76.98
2017-08-27 09:28:00,55.06,70.17,4386.0,130.8,76.88
2017-08-27 09:29:00,55.12,70.17,4388.0,130.8,76.8
2017-08-27 09:30:00,55.13,70.15,4396.0,130.8,76.71
2017-08-27 09:31:00,55.15,70.22,4391.0,130.8,76.66
2017-08-27 09:32:00,55.14,70.21,4388.0,130.8,76.61
2017-08-27 09:33:00,55.14,70.23,4385.0,130.8,76.56
2017-08-27 09:34:00,55.16,70.23,4396.0,130.9,76.58
2017-08-27 09:35:00,55.15,70.26,4383.0,130.9,76.6
2017-08-27 09:36:00,55.21,70.22,4396.0,130.9,76.59
2017-08-27 09:37:00,55.19,70.26,4395.0,130.9,76.57
2017-08-27 09:38:00,55.16,70.27,4403.0,130.9,76.53
2017-08-27 09:39:00,55.15,70.26,4405.0,131.0,76.55
2017-08-27 09:40:00,55.2,70.23,4395.0,131.1,76.59
2017-08-27 09:41:00,55.15,70.25,4400.0,131.3,76.66
2017-08-27 09:42:00,55.21,70.3,4398.0,131.5,76.79
2017-08-27 09:43:00,55.22,70.31,4392.0,131.6,76.9
2017-08-27 09:44:00,55.29,70.37,4400.0,131.7,77.01
2017-08-27 09:45:00,56.46,70.4,4395.0,131.2,77.37
2017-08-27 09:48:00,63.06,70.57,4352.0,115.8,78.61
2017-08-27 09:49:00,59.32,70.6,4387.0,124.7,78.65
2017-08-27 09:50:00,57.62,70.68,4389.0,129.1,79.21
2017-08-27 09:51:00,56.24,70.75,4395.0,131.7,86.5
2017-08-27 09:52:00,52.83,70.79,4417.0,131.7,121.0
2017-08-27 09:53:00,51.4,70.78,4435.0,130.4,135.4
2017-08-27 09:54:00,51.86,70.69,4429.0,129.2,139.5
2017-08-27 09:55:00,54.42,70.68,4410.0,129.2,131.9
2017-08-27 09:56:00,54.78,70.59,4405.0,131.3,124.7
2017-08-27 09:57:00,55.06,70.66,4404.0,132.2,118.1
2017-08-27 09:58:00,55.2,70.66,4402.0,132.8,111.4
2017-08-27 09:59:00,55.41,70.71,4396.0,133.4,106.5
2017-08-27 10:00:00,55.47,70.72,4393.0,133.7,102.0
2017-08-27 10:01:00,53.36,70.7,4418.0,134.7,114.5
2017-08-27 10:02:00,51.4,70.63,4436.0,132.6,134.3
2017-08-27 10:03:00,50.5,70.63,4437.0,131.8,142.1
2017-08-27 10:04:00,53.35,70.67,4404.0,129.9,137.7
2017-08-27 10:05:00,54.27,70.61,4401.0,131.2,129.7
2017-08-27 10:06:00,54.65,70.64,4399.0,132.2,122.7
2017-08-27 10:07:00,54.91,70.59,4400.0,133.2,116.5
2017-08-27 10:08:00,55.04,70.63,4393.0,133.6,110.2
2017-08-27 10:09:00,55.23,70.61,4402.0,134.0,105.1
2017-08-27 10:10:00,55.35,70.65,4394.0,134.0,101.1
2017-08-27 10:11:00,55.44,70.7,4401.0,134.2,97.6
2017-08-27 10:12:00,55.52,70.66,4398.0,134.4,94.7
2017-08-27 10:13:00,55.55,70.65,4403.0,134.6,92.4
2017-08-27 10:14:00,55.1,70.72,4398.0,135.4,95.2
2017-08-27 10:15:00,52.25,70.75,4430.0,134.7,125.3
2017-08-27 10:16:00,51.04,70.76,4433.0,133.6,139.2
2017-08-27 10:17:00,51.52,70.73,4423.0,132.3,142.9
2017-08-27 10:18:00,54.14,70.71,4400.0,131.7,135.1
2017-08-27 10:19:00,54.56,70.71,4401.0,133.7,127.9
2017-08-27 10:20:00,54.89,70.68,4397.0,134.3,121.0
2017-08-27 10:21:00,55.16,70.74,4396.0,134.8,114.3
2017-08-27 10:22:00,55.33,70.77,4400.0,135.2,109.1
2017-08-27 10:23:00,55.54,70.74,4390.0,135.7,104.8
2017-08-27 10:24:00,55.65,70.75,4395.0,136.1,101.0
2017-08-27 10:25:00,55.75,70.75,4394.0,136.3,97.8
2017-08-27 10:26:00,55.82,70.81,4393.0,136.3,95.4
2017-08-27 10:27:00,55.93,70.83,4384.0,136.5,93.2
2017-08-27 10:28:00,56.01,70.83,4398.0,136.3,91.4
2017-08-27 10:29:00,55.97,70.94,4395.0,136.7,91.6
2017-08-27 10:30:00,53.25,70.94,4422.0,137.2,119.0
2017-08-27 10:31:00,51.7,70.96,4430.0,134.7,137.1
2017-08-27 10:32:00,51.17,70.94,4422.0,134.0,144.3
2017-08-27 10:33:00,54.18,70.95,4398.0,132.1,138.3
2017-08-27 10:34:00,54.88,70.94,4387.0,134.3,130.6
2017-08-27 10:35:00,55.25,70.91,4395.0,135.5,124.1
2017-08-27 10:36:00,55.51,70.95,4386.0,136.5,117.7
2017-08-27 10:37:00,55.66,70.95,4389.0,137.0,111.8
2017-08-27 10:38:00,55.82,71.01,4389.0,137.0,107.2
2017-08-27 10:39:00,55.91,71.0,4395.0,137.1,103.1
2017-08-27 10:40:00,55.99,71.09,4382.0,137.4,99.8
2017-08-27 10:41:00,56.12,71.04,4390.0,138.0,97.3
2017-08-27 10:42:00,56.17,71.12,4395.0,138.4,95.1
2017-08-27 10:43:00,56.24,71.09,4393.0,138.3,93.3
2017-08-27 10:44:00,56.27,71.13,4386.0,138.3,91.8
2017-08-27 10:45:00,55.08,71.11,4401.0,139.0,104.5
2017-08-27 10:46:00,52.53,71.21,4418.0,136.8,132.8
2017-08-27 10:47:00,51.39,71.15,4422.0,135.7,143.7
2017-08-27 10:48:00,52.86,71.21,4411.0,133.7,143.7
2017-08-27 10:49:00,54.86,71.2,4396.0,134.6,135.1
2017-08-27 10:50:00,55.23,71.15,4387.0,136.0,128.2
2017-08-27 10:51:00,55.52,71.18,4382.0,137.2,121.9
2017-08-27 10:52:00,55.75,71.2,4385.0,138.1,115.7
2017-08-27 10:53:00,55.89,71.24,4391.0,138.1,110.2
2017-08-27 10:54:00,56.06,71.25,4389.0,138.1,106.1
2017-08-27 10:55:00,56.19,71.29,4385.0,138.3,102.7
2017-08-27 10:56:00,56.3,71.35,4389.0,138.7,99.7
2017-08-27 10:57:00,56.41,71.34,4389.0,139.4,97.6
2017-08-27 10:58:00,56.47,71.41,4385.0,139.3,95.7
2017-08-27 10:59:00,56.55,71.44,4385.0,139.0,94.1
2017-08-27 11:00:00,56.5,71.49,4390.0,138.4,92.6
2017-08-27 11:01:00,54.97,71.49,4408.0,139.0,107.9
2017-08-27 11:02:00,52.61,71.52,4421.0,137.5,135.4
2017-08-27 11:03:00,51.69,71.54,4415.0,137.3,146.2
2017-08-27 11:04:00,53.69,71.52,4398.0,135.5,145.0
2017-08-27 11:05:00,55.22,71.51,4389.0,137.1,136.6
2017-08-27 11:06:00,55.59,71.5,4380.0,138.4,129.8
2017-08-27 11:07:00,55.88,71.5,4390.0,139.3,122.7
2017-08-27 11:08:00,56.13,71.5,4379.0,139.7,116.6
2017-08-27 11:09:00,56.3,71.52,4390.0,139.7,111.5
2017-08-27 11:10:00,56.43,71.54,4387.0,139.5,107.2
2017-08-27 11:11:00,56.56,71.57,4385.0,139.7,103.6
2017-08-27 11:12:00,56.67,71.58,4385.0,139.9,100.6
2017-08-27 11:13:00,56.73,71.61,4387.0,139.6,98.2
2017-08-27 11:14:00,56.83,71.67,4372.0,140.0,96.3
2017-08-27 11:15:00,56.83,71.69,4377.0,140.5,94.6
2017-08-27 11:16:00,56.95,71.7,4376.0,141.2,93.5
2017-08-27 11:17:00,55.44,71.77,4399.0,142.1,110.6
2017-08-27 11:18:00,53.16,71.74,4412.0,140.8,138.7
2017-08-27 11:19:00,52.24,71.77,4422.0,140.7,149.5
2017-08-27 11:20:00,54.38,71.76,4398.0,138.8,147.8
2017-08-27 11:21:00,55.69,71.76,4386.0,139.4,139.1
2017-08-27 11:22:00,56.05,71.69,4385.0,140.0,131.9
2017-08-27 11:23:00,56.33,71.74,4379.0,140.5,124.5
2017-08-27 11:24:00,56.55,71.76,4379.0,141.1,118.5
2017-08-27 11:25:00,56.76,71.79,4380.0,141.4,113.1
2017-08-27 11:26:00,56.88,71.83,4383.0,141.5,109.2
2017-08-27 11:27:00,56.99,71.89,4381.0,141.8,105.4
2017-08-27 11:28:00,57.08,71.89,4380.0,142.1,102.5
2017-08-27 11:29:00,57.13,71.95,4370.0,142.2,100.0
2017-08-27 11:30:00,57.22,71.95,4378.0,142.0,97.9
2017-08-27 11:31:00,57.23,71.98,4379.0,142.0,96.1
2017-08-27 11:32:00,57.29,72.08,4372.0,142.0,94.7
2017-08-27 11:33:00,57.32,72.07,4379.0,142.2,93.5
2017-08-27 11:34:00,55.94,72.14,4401.0,143.3,110.7
2017-08-27 11:35:00,53.52,72.09,4404.0,141.5,138.9
2017-08-27 11:36:00,52.56,72.14,4422.0,140.8,149.5
2017-08-27 11:37:00,54.48,72.03,4391.0,138.7,147.9
2017-08-27 11:38:00,55.96,72.08,4379.0,139.8,139.2
2017-08-27 11:39:00,56.32,72.07,4385.0,140.7,132.2
2017-08-27 11:40:00,56.51,72.13,4378.0,140.9,125.6
2017-08-27 11:41:00,56.78,72.15,4380.0,141.2,118.9
2017-08-27 11:42:00,56.92,72.15,4376.0,141.5,113.7
2017-08-27 11:43:00,57.02,72.19,4379.0,142.1,109.1
2017-08-27 11:44:00,57.19,72.23,4376.0,142.6,105.9
2017-08-27 11:45:00,57.32,72.28,4380.0,143.0,103.0
2017-08-27 11:46:00,57.35,72.23,4376.0,143.2,100.5
2017-08-27 11:47:00,57.43,72.25,4383.0,142.9,98.6
2017-08-27 11:48:00,57.46,72.35,4375.0,143.2,96.9
2017-08-27 11:49:00,57.56,72.37,4372.0,143.5,95.7
2017-08-27 11:50:00,57.58,72.41,4378.0,143.7,94.6
2017-08-27 11:51:00,57.63,72.48,4373.0,143.5,93.7
2017-08-27 11:52:00,57.64,72.46,4372.0,143.6,93.0
2017-08-27 11:53:00,55.86,72.47,4398.0,144.4,114.8
2017-08-27 11:54:00,53.62,72.46,4410.0,141.5,140.1
2017-08-27 11:55:00,52.72,72.43,4416.0,140.1,149.2
2017-08-27 11:56:00,55.08,72.42,4380.0,138.0,146.0
2017-08-27 11:57:00,56.2,72.42,4382.0,140.8,137.9
2017-08-27 11:58:00,56.66,72.4,4380.0,143.1,131.5
2017-08-27 11:59:00,56.93,72.42,4375.0,144.5,124.6
2017-08-27 12:00:00,57.18,72.47,4374.0,144.9,118.9
2017-08-27 12:01:00,57.36,72.52,4374.0,144.7,114.3
2017-08-27 12:02:00,57.48,72.52,4370.0,144.8,110.3
2017-08-27 12:03:00,57.55,72.54,4383.0,144.5,106.9
2017-08-27 12:04:00,57.63,72.49,4379.0,144.4,104.0
2017-08-27 12:05:00,57.63,72.51,4376.0,144.0,101.5
2017-08-27 12:06:00,57.69,72.55,4373.0,144.0,99.5
2017-08-27 12:07:00,57.72,72.61,4370.0,144.0,97.8
2017-08-27 12:08:00,57.81,72.61,4378.0,144.4,96.5
2017-08-27 12:09:00,57.81,72.68,4383.0,143.8,95.3
2017-08-27 12:10:00,57.83,72.68,4379.0,143.4,94.3
2017-08-27 12:11:00,57.91,72.75,4366.0,143.8,93.5
2017-08-27 12:12:00,56.7,72.69,4386.0,144.9,107.2
2017-08-27 12:13:00,54.12,72.75,4406.0,142.4,136.9
2017-08-27 12:14:00,53.19,72.74,4406.0,142.3,149.8
2017-08-27 12:15:00,53.79,72.75,4408.0,141.8,153.1
2017-08-27 12:16:00,56.24,72.7,4372.0,140.9,144.7
2017-08-27 12:17:00,56.62,72.66,4373.0,141.5,137.0
2017-08-27 12:18:00,56.91,72.7,4376.0,142.3,130.1
2017-08-27 12:19:00,57.17,72.69,4374.0,143.6,123.1
2017-08-27 12:20:00,57.38,72.7,4372.0,144.5,117.6
2017-08-27 12:21:00,57.51,72.75,4370.0,145.1,112.9
2017-08-27 12:22:00,57.65,72.75,4369.0,145.6,109.2
2017-08-27 12:23:00,57.77,72.79,4376.0,145.6,106.1
2017-08-27 12:24:00,57.85,72.78,4366.0,145.4,103.4
2017-08-27 12:25:00,57.9,72.85,4373.0,145.2,101.2
2017-08-27 12:26:00,57.95,72.86,4373.0,145.3,99.3
2017-08-27 12:27:00,58.04,72.85,4362.0,145.3,97.7
2017-08-27 12:28:00,58.09,72.87,4377.0,145.3,96.5
2017-08-27 12:29:00,58.08,72.92,4361.0,145.5,95.4
2017-08-27 12:30:00,58.15,72.91,4369.0,145.9,94.6
2017-08-27 12:31:00,58.14,72.9,4369.0,145.5,93.9
2017-08-27 12:32:00,58.17,72.84,4365.0,145.2,93.2
2017-08-27 12:33:00,58.16,72.92,4373.0,145.1,92.7
2017-08-27 12:34:00,58.18,72.92,4364.0,144.8,92.3
2017-08-27 12:35:00,58.21,73.01,4364.0,144.2,91.9
2017-08-27 12:36:00,57.3,72.98,4375.0,144.8,104.2
2017-08-27 12:37:00,54.78,73.08,4400.0,144.4,138.0
2017-08-27 12:38:00,53.78,73.06,4399.0,145.4,152.8
2017-08-27 12:39:00,54.26,73.09,4395.0,144.8,156.5
2017-08-27 12:40:00,56.76,73.05,4371.0,144.1,148.5
2017-08-27 12:41:00,57.19,73.04,4369.0,145.1,140.7
2017-08-27 12:42:00,57.42,73.06,4367.0,145.6,133.2
2017-08-27 12:43:00,57.7,73.07,4361.0,146.1,126.0
2017-08-27 12:44:00,57.88,73.05,4376.0,146.3,120.2
2017-08-27 12:45:00,57.99,73.13,4364.0,146.0,115.1
2017-08-27 12:46:00,58.09,73.19,4364.0,145.8,111.3
2017-08-27 12:47:00,58.21,73.22,4363.0,145.8,107.9
2017-08-27 12:48:00,58.31,73.22,4361.0,146.5,105.1
2017-08-27 12:49:00,58.38,73.2,4362.0,147.4,102.8
2017-08-27 12:50:00,58.47,73.26,4366.0,148.0,101.1
2017-08-27 12:51:00,58.5,73.27,4360.0,147.6,99.5
2017-08-27 12:52:00,58.5,73.3,4369.0,147.0,98.2
2017-08-27 12:53:00,58.51,73.3,4359.0,147.1,97.1
2017-08-27 12:54:00,58.63,73.36,4373.0,147.6,96.3
2017-08-27 12:55:00,58.61,73.39,4369.0,147.4,95.7
2017-08-27 12:56:00,58.64,73.37,4359.0,146.6,95.1
2017-08-27 12:57:00,58.59,73.31,4359.0,146.1,94.5
2017-08-27 12:58:00,58.65,73.38,4362.0,146.6,94.1
2017-08-27 12:59:00,58.66,73.34,4358.0,147.3,93.9
2017-08-27 13:00:00,58.71,73.28,4363.0,147.3,93.7
2017-08-27 13:01:00,58.7,73.27,4363.0,146.8,93.5
2017-08-27 13:02:00,58.69,73.26,4362.0,146.9,93.3
2017-08-27 13:03:00,58.71,73.32,4367.0,147.3,93.2
2017-08-27 13:04:00,57.69,73.33,4376.0,147.5,108.5
2017-08-27 13:05:00,55.08,73.39,4390.0,145.5,140.2
2017-08-27 13:06:00,54.09,73.34,4401.0,145.3,153.1
2017-08-27 13:07:00,53.51,73.38,4397.0,144.5,157.8
2017-08-27 13:08:00,53.24,73.36,4406.0,145.3,160.6
2017-08-27 13:09:00,54.88,73.34,4375.0,145.0,158.6
2017-08-27 13:10:00,56.92,73.31,4361.0,144.3,148.9
2017-08-27 13:11:00,57.22,73.31,4356.0,145.0,141.0
2017-08-27 13:12:00,57.44,73.33,4353.0,146.0,132.7
2017-08-27 13:13:00,57.71,73.33,4359.0,147.4,126.1
2017-08-27 13:14:00,57.9,73.35,4360.0,148.6,120.3
2017-08-27 13:15:00,58.1,73.41,4362.0,148.9,115.7
2017-08-27 13:16:00,58.22,73.42,4365.0,148.4,112.0
2017-08-27 13:17:00,58.35,73.46,4358.0,148.6,108.8
2017-08-27 13:18:00,58.51,73.49,4362.0,149.1,106.3
2017-08-27 13:19:00,58.66,73.52,4356.0,149.5,104.2
2017-08-27 13:20:00,58.68,73.49,4365.0,149.7,102.4
2017-08-27 13:21:00,58.76,73.54,4355.0,149.5,100.9
2017-08-27 13:22:00,58.84,73.57,4358.0,149.4,99.7
2017-08-27 13:23:00,58.88,73.6,4360.0,149.3,98.6
2017-08-27 13:24:00,58.9,73.62,4362.0,148.8,97.6
2017-08-27 13:25:00,58.91,73.63,4362.0,148.6,96.7
2017-08-27 13:26:00,58.97,73.65,4350.0,148.9,96.1
2017-08-27 13:27:00,57.82,73.64,4366.0,149.6,111.3
2017-08-27 13:28:00,55.37,73.6,4390.0,147.9,143.1
2017-08-27 13:29:00,54.3,73.61,4399.0,146.9,154.9
2017-08-27 13:30:00,53.79,73.47,4390.0,146.3,159.6
2017-08-27 13:31:00,53.44,73.46,4393.0,145.7,160.9
2017-08-27 13:32:00,53.13,73.43,4398.0,145.3,161.2
2017-08-27 13:33:00,53.0,73.4,4400.0,145.6,161.9
2017-08-27 13:34:00,52.92,73.34,4399.0,146.2,162.5
2017-08-27 13:35:00,52.88,73.4,4396.0,146.9,163.1
2017-08-27 13:36:00,54.49,73.36,4382.0,145.7,159.8
2017-08-27 13:37:00,56.63,73.37,4355.0,145.0,150.0
2017-08-27 13:38:00,56.95,73.33,4370.0,145.9,142.1
2017-08-27 13:39:00,57.22,73.36,4362.0,146.2,134.7
2017-08-27 13:40:00,57.39,73.35,4365.0,146.5,127.7
